Assay ID,,Description,Assay_Name,Assay_Group,Assay_Format,Assay_Type,Species,AID,ChEMBL Assay ID
864,,"Briefly, the AR LBD is expressed as a fusion with the Gal4 transcription factor, which binds to the Gal4 reporter DNA. Upon activation with agonist hormone (DHT), the Gal-AR LBD binds to the Gal4 reporter gene, which in turn drives the transcription (and subsequently translation) of the reporter luciferase. The effect of antiandrogens (competitive antagonists) on this process is measured by quantifying the amount of luciferase activity after 24 hours in the presence of varying concentrations of antiandrogens. From these values, an IC50 for each antagonist is calculated. Experimentally, Hela cells were maintained in Dulbecco&#39;s modified Eagle&#39;s medium H-21 4.5 g/L glucose, containing 10% steroid depleted fetal bovine serum, 50 units/mL penicillin. For transfection, (1×105) cells per well were plated and incubated overnight. A mixture of typically 200 ng of Gal4 responsive luciferase reporter plasmid, 10 ng of &#946;-actin-&#946;-galactosidase internal control, 10 ng of GAL-AR LBD or empty vector control, and 10-100 ng of &#946;-catenin or empty vector control were mixed with 0.5 &#956;L of transfection reagent from BioRad and incubated for 20 min and then plated in 24 well plate triplicates. Cells were induced with 1 nM DHT and 0.1 nM-30 uM test compounds after 3 hr and then incubated over night. Cells were collected, and pellets were lysed in 100 &#956;L of 100 mM Tris-HCl (pH 7.5) containing 0.1% Triton X-100. Luciferase and &#946;-galactosidase activities were measured using the Luciferase Assay System (Promega) and Galacto-Light Plus-galactosidase reporter gene assay system (Applied Biosystems), according to the manufacturer&#39;s instructions.",Gal4-luciferase reporter assay,Reporter gene,Other,Antagonist,Homo sapiens,,
865,,CHO-K1 cells stably transfected with AR and reporter gene (AR-EcoScreen),Reporter gene assay with AR-EcoScreen,Reporter gene,cell-based format,Agonist,Other,,
866,,DHT-induced AR activity in MDA-kb2 human breast cancer cells,reporter gene assay,Reporter gene,cell-based format,Antagonist,Other,,
867,,For compounds able to displace the radiolabeled ligand (competitor) from the receptor an IC50 value (the concentration required to inhibit 50% of the binding of radiolabled ligand) was determined by a nonlinear four parameter logistic model.,Competitive Receptor Binding Assay,Binding,Other,Binding,Homo sapiens,,
868,,Human Androgen receptor (3C. 3-Ketosteroid receptors),Other,Other,Other,other,Homo sapiens,1346888,
869,,"In order to examine binding ability of the agonists of the present invention to androgen receptors, the following in-vitro experiment was performed. African green monkey kidney fibroblast-like cell line, COS-7 (ATCC, #CRL-1651) was seeded in a 48-well plate at a density of 2.5×104 cells/well, and cultured for 24 hours. Then, a plasmid hAR-mixed medium was added thereto. The transfected cell line was treated with 1 nM of [3H]MIB and 0.110,000 nM of SARM derivatives, and then allowed to react for 2 hours. Thereafter, the cells were lysed and the amount of [3H]MIB bound to the intracellular androgen receptors was measured using a radiation dosimeter.",Binding Assay,Binding,Other,Binding,Other,,
870,,in vitro reporter gene assay consisting of MDA-kb2 human breast cancer cells,reporter gene assays,Reporter gene,cell-based format,Antagonist,Other,,
871,,In Vitro Reporter Gene Assays Using Chinese Hamster Ovary Cells,reporter gene assay,Reporter gene,cell-based format,Antagonist,Other,,
872,,"To conduct the assays, the 250 uM monasuspiloin solution was further diluted with 10% DMSO to prepare 25 uM, and 5 uM monasuspiloin samples, and the final concentration of DMSO in the cell culture was 1%.The cell line used in glucocorticoid receptor (GR) assay was human A-549 cells (cultured in Ham's F12K medium (Gibco, USA), 10% FBS), the cell line used in progesterone receptor (PR) assay was human T-47D cells (cultured in RPMI 1640 medium (Gibco, USA), 10% FBS), and the cell line used in estrogen receptor (ER) assay was human MCF7 cells (cultured in MEM medium (Gibco, USA), 10% FBS). The cells in the exponential phase of growth were washed off with 1 ml of 0.05% trypsin, centrifuged and collected in a centrifuge tube. 1x107 cells were resuspended in 270 ul BES medium (5 mM BES in medium) and 8 to 10 ug of plasmid [pMMTV-SEAP plasmid was used for GR and PR (see FIG. 7), and pTA-ERE-SEAP plasmid (Clontech, USA) was used for ER (see FIG. 8)] were also added.",Inhibition Assay,Binding,Other,Binding,Homo sapiens,,
873,,Rat Androgen receptor (3C. 3-Ketosteroid receptors),Other,Other,Other,other,Rattus norvegicus,1346911,
874,,Receptor Binding Assay (Ki)-Binding determined through direct displacement of ligand with [3H]-DHT in the MDA-453 cell line,Receptor Binding assay,Binding,Other,Binding,Homo sapiens,,
875,,Receptor binding assay used to calculate the binding value and the radioactivity is measured in a liquid scintillation counter,receptor binding assay,Binding,Other,Binding,Other,,
876,,Relative binding affinities (RBA) for Androgen receptor (AR),competitive binding assay,Binding,single protein format,Binding,Bos taurus,,CHEMBL648592
877,,Relative binding affinity(RBA) for 50% displacement of [3H]mibolerone from Androgen receptor compared to testorone,competitive binding assay,Binding,single protein format,Binding,Bos taurus,,CHEMBL648593
878,,"The compounds were subjected to tests using an artificial AR response reporter system in a hormone refractory prostate cancer cell line. In this system, the prostate cancer LNCaP cells were engineered to stably express about 5-fold higher level of AR than endogenous level. The exogenous AR has similar properties to endogenous AR in that both are stabilized by a synthetic androgen R1881. The AR-over expressed cells were also engineered to stably incorporate an AR response reporter and the reporter activity of these cells shows features of hormone refractory prostate cancer. ",Reporter Assay,Reporter gene,Other,Binding,Homo sapiens,,
879,,reporter cell lines carrying a luciferase gene under the transcriptional control of response elements for activated receptors,reporter gene assays,Reporter gene,cell-based format,Antagonist,Other,,
880,,Repression of Transcription of hAR in AR CALUX1 Cells,reporter gene assay,Reporter gene,cell-based format,Antagonist,Other,,
881,,"Selectivity index, ratio of EC50 for androgenic activity at human androgen receptor expressed in African green monkey CV-1 cells assessed as increase in interaction between VP16-fused AR-NTD and GAL4-fused AR-LBD to EC50 for human androgen receptor expressed in African green monkey CV-1 cells after 17 hrs by ARE luciferase reporter gene assay",ARE luciferase reporter gene assay,Reporter gene,Other,Other,Homo sapiens,,CHEMBL4040340
882,,"The biological activity of analogs 5-16, 18, 20, 26, JJ-450, and the resolved enantiomers JJ-450A and J-450B was determined and compared to HTS hit 1 (IC50 7.3 &#956;M) and MDV3100 (IC50 1.1 &#956;M) using the Dual-Glo luciferase system (Promega, WI, USA) in C4-2-PSA-rl cells, which were generated by transfection with PSA6.1-luc and pRL-TK followed by stable selection using G418 and puromycin. C4-2-PSA-rl stable cells were cultured in RPMI 1640 medium with 10% FBS, 1% penicillin-streptomycin, 1% L-glutamine, 10 mg/mL puromycin, and 50 mg/mL G418. C4-2-PSA-rl cells were seeded in 24-well plates such that they reached 75-80% cell monolayer density after 24 h. C4-2-PSA-rl cells were then treated for 24 h with 0, 0.2, 0.8, 3.2, 12.8, or 25 &#956;M of each compound dissolved in DMSO (0.8% DMSO/well) in the presence of 1 nM synthetic androgen R1881, with each experimental condition in triplicate. The cells were also treated in parallel with 12.8 &#956;M compound 1 and 12.8 &#956;M MDV3100 as positive controls. Each compound was tested in at least two independent experiments. Luciferase activity was assayed using the Dual-Luciferase® Reporter Assay System (Promega) using LMax II Microplate Reader (Molecular Devices). The luciferase assay results were acquired using SoftMax Pro5.45 software (Molecular Devices) and analyzed using GraphPad Prism. PSA6.1-luc activity was normalized to the Renilla luciferase activity. Relative luciferase activity was calculated as the quotient of androgen-induced PSA-firefly/Renilla luciferase activity. Since PSA promoter activity correlates to AR transcriptional activity, inhibition of AR will result in decreased PSA-luciferase activity. IC50 values were calculated using GraphPad Prism and data represent the mean and SD of 2-6 independent experiments.",PSA Luciferase Assay,Reporter gene,Other,Antagonist,Homo sapiens,,
883,,The competitive radio-ligand binding analysis was performed on human AR extracts from transfected Sf9 cells in the presence or absence of differing concentrations of test compound and a fixed concentration of 3H-dihydrotestosterone (3H-DHT) as tracer. AR bound 3H-DHT levels are determined in the presence of compounds and compared to levels of receptor specific binding when no competitor is present. Compound binding affinity to the human AR is expressed as the concentration of compound at which 50% of the maximum specific binding is inhibited (IC50).,Androgen Receptor Binding Assay,Binding,Other,Binding,Homo sapiens,,
884,,"The compounds were evaluated in a transcriptional activation assay with hAR in a mammalian cell background (CV-1) as the primary in vitro assay. Receptor binding assays for hAR were performed in a whole cell format using MDA-MB-453 cells. After correcting for nonspecific binding, IC50 values were determined. The IC50 value is defined as the concentration of competing ligand required to decrease specific binding by 50%. The IC50 value was determined with the aid of the log-logit (Hill) method, which linearized the concentration response curve. Linear regression was then used to determine the IC50 value. The Ki values were determined by the application of the Cheng-Prusoff equation: Ki=IC50/(1+[L]/Kd) where [L] is the concentration of labeled ligand and Kd is the dissociation constant of the labeled ligand determined in the saturation analysis.",MDA Whole-Cell Binding Assay ,Binding,Other,Binding,Homo sapiens,,
885,,AR binding affinity was determined using competitive AR binding assay with [3H]R1881,Competitive Binding Assay,Binding,Other,Binding,Rattus norvegicus,,
886,,competitive binding assays for AR was carried out using a Ligand Screening System-Androgen Receptor kit,AR-binding activity,Binding,cell-based format,Binding,Other,,
887,,Androgenic  activity at androgen receptor in  MDA-Kb2 cells transfected with pMMTV.neo.luc gene by luciferase transactivation assay relative to dihydrotestosterone,luciferase reporter gene assays,Reporter gene,cell-based format,Antagonist,Other,,
888,,The androgen receptor binding assay can be used to determine the ability of probable endocrine disruptors to compete with synthetic androgen R1881 for binding to recombinant rat AR,receptor binding assay,Binding,Other,Binding,Other,,
889,,Relative potency ratios for yeast-based androgen receptor assay,Androgen receptor assay,Binding,Other,Binding,Other,,
890,,reporter gene assays for human androgen receptor (hAR) using Chinese hamster ovary cells,reporter gene assays,Reporter gene,cell-based format,Antagonist,Other,,
891,,The competitive binding assays for AR was carried out using a Ligand Screening System-Androgen Receptor kit,Competitive binding assay,Binding,cell-based format,Binding,Other,,
892,,qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway,HTS,HTS,Other,Agonist,Homo sapiens,743036,
893,,qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway,HTS,HTS,Other,Antagonist,Homo sapiens,743035,
894,,transient human androgen receptor (hAR) reporter gene assay using African monkey kidney cell line CV-1,reporter gene assay,Reporter gene,cell-based format,Agonist,Other,,
895,,qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist,HTS,HTS,Other,Agonist,Homo sapiens,1259381,
896,,qHTS assay to identify small molecule antagonists of the androgen  receptor (AR) signaling pathway using the MDA cell line,HTS,HTS,Other,Antagonist,Homo sapiens,743042,
897,,qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881,HTS,HTS,Other,Antagonist,Homo sapiens,1259243,
898,,qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist: Summary,HTS,HTS,Other,Agonist,Homo sapiens,1259387,
899,,qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway: Summary,HTS,HTS,Other,Agonist,Homo sapiens,743053,
